Names,Country,Sponsor,Observed,Tools used
PittyTiger (FireEye)                     Pitty Panda (CrowdStrike)                     Manganese (Microsoft),China,[UNKNOWN],Sectors: Defense[comma] Government[comma] Telecommunications and Web development.                     Countries: Europe and Taiwan.,"Gh0st RAT[comma] gsecdump[comma] Lurid[comma] Mimikatz[comma] Paladin[comma] pgift[comma] Pitty and Poison Ivy. Operations          2011          Operation ""The Eye of the Tiger"" performed                         "
Platinum (Microsoft)                    TwoForOne (Kaspersky),China,[UNKNOWN],Sectors: Defense[comma] Government[comma] Intelligence agencies and Telecommunications.                    Countries: China[comma] India[comma] Indonesia[comma] Malaysia[comma] Singapore and Thailand.,adbupd[comma] AMTsol[comma] Dipsind and JPIN.
Poseidon Group (Kaspersky),[Unknown],[UNKNOWN],Sectors: Energy[comma] Financial[comma] Government[comma] Media[comma] Manufacturing[comma]                    Telecommunications and Utilities.                    Countries: Brazil[comma] France[comma] India[comma] Kazakhstan[comma] Russia[comma] UAE and USA.,IGT supertool.
Promethium (Microsoft)                    StrongPity (Kaspersky),Turkey,[UNKNOWN],Countries: Europe and Turkey.,Truvasys.
Putter Panda (CrowdStrike)                    TG-6952 (SecureWorks)                    APT 2 (Mandiant)                    Group 36 (Talos)                    Sulphur (Microsoft),China,State-sponsored[comma] Unit 61486 of the 12th Bureau of the PLA's 3rd General Staff                    Department (GSD).,Sectors: Defense[comma] Government[comma] Research and Technology (Communications[comma]                    Space[comma] Aerospace).                    Countries: USA.,3PARA RAT[comma] 4H RAT[comma] httpclient[comma] MSUpdater[comma] pngdowner and SearchFire.
Rancor (Palo Alto)                    Rancor Group (Palo Alto),China,[UNKNOWN],Sectors[comma] Government and political entities.                    Countries: Southeast Asia (at least Cambodia and Singapore).,certutil[comma] DDKONG and PLAINTEE.
Reaper (FireEye)                    APT 37 (Mandiant)                    Ricochet Chollima (CrowdStrike)                    Group 123 (Talos)                    Red Eyes (AhnLab)                    Venus 121 (ESRC),North Korea,State-sponsored,Sectors: Aerospace[comma] Automotive[comma] Chemical[comma] Financial[comma] Government[comma] Healthcare[comma]                    Manufacturing and Technology.                    Countries: China[comma] India[comma] Japan[comma] Kuwait[comma] Nepal[comma] Romania[comma] Russia[comma] South Korea[comma] UK                    and Vietnam.,CORALDECK[comma] DOGCALL[comma] Final1stSpy[comma] Freenki Loader[comma] HAPPYWORK[comma] KARAE[comma]                    KevDroid[comma] N1stAgent[comma] NavRAT[comma] Nokki[comma] PoohMilk Loader[comma] POORAIM[comma] ROKRAT[comma]                    SHUTTERSPEED[comma] SLOWDRIFT[comma] WINERACK and several 0-day Flash and MS                    Office exploits.
Roaming Tiger (ESET),Russia,[UNKNOWN],Countries: Belarus[comma] Kazakhstan[comma] Kyrgyzstan[comma] Tajikistan[comma] Ukraine and Uzbekistan.,BBSRAT[comma] Gh0st RAT and PlugX.
RTM (ESET),Russia,[UNKNOWN],That this group is mostly targeting businesses is apparent from the processes they                    are looking for on a compromised system. They look for software that is usually                    only installed on accountants' computers[comma] such as remote banking software or tools                    to help with accounts pay.                    Countries: Czech[comma] Germany[comma] Kazakhstan[comma] Russia and Ukraine.,RTM.
Sandworm Team (Trend Micro)                    Iron Viking (SecureWorks)                    Voodoo Bear (CrowdStrike)                    Quedagh (F-Secure)                    TEMP.Noble (FireEye),Russia,[UNKNOWN],Sectors: Education[comma] Energy[comma] Government and Telecommunications.                    Countries: Azerbaijan[comma] Belarus[comma] Georgia[comma] Iran[comma] Israel[comma] Kazakhstan[comma] Kyrgyzstan[comma]                    Lithuania[comma] Poland[comma] Russia and Ukraine.,BlackEnergy[comma] Gcat and PassKillDisk.
Samurai Panda (CrowdStrike)                    APT 4 (Mandiant)                    APT 4 (FireEye)                    Wisp Team (Symantec),China,State-sponsored[comma] PLA Navy,Sectors: Defense and Government.                    Countries: Hong Kong[comma] Japan[comma] South Korea[comma] UK and USA.,Getkys[comma] Sykipot and Wkysol.
ScarCruft (Kaspersky),North Korea,State-sponsored,Countries: China[comma] Hong Kong[comma] India[comma] Kuwait[comma] Nepal[comma] North Korea[comma] Romania[comma] Russia                    and Vietnam.,ROKRAT and several 0-days.
Scarlet Mimic (Palo Alto),China,[UNKNOWN],Tibetan and Uyghur activists as well as those who are interested in their causes.,CallMe[comma] FakeM[comma] MobileOrder and Psylo. Information         
Sea Turtle (Talos),[Unknown],[UNKNOWN],Sectors: Defense[comma] Energy[comma] Government and Intelligence agencies.                     Countries: Albania[comma] Armenia[comma] Cyprus[comma] Egypt[comma] Iraq[comma] Jordan[comma] Lebanon[comma] Libya[comma] Sweden[comma]                     Syria[comma] Turkey[comma] UAE and USA.,DNS hijacking and Drupalgeddon. Information         
Shadow Network (Information Warfare Monitor),China,[UNKNOWN],Sectors: Education[comma] Government and others.                    Countries: Afghanistan[comma] Australia[comma] Azerbaijan[comma] Canada[comma] China[comma] France[comma] Germany[comma]                    Greece[comma] Hong Kong[comma] India[comma] Israel[comma] Italy[comma] Japan[comma] Lithuania[comma] Malaysia[comma] Mexico[comma] Nepal[comma]                    Netherlands[comma] New Guinea[comma] New Zealand[comma] Pakistan[comma] Philippines[comma] Qatar[comma] Romania[comma]                    Russia[comma] South Korea[comma] Sweden[comma] Taiwan[comma] Thailand[comma] Tibet[comma] UAE[comma] UK[comma] USA and                    Vietnam.,ShadowNet.
Silence (Kaspersky),[Unknown],[UNKNOWN],Sectors: Financial.                    Countries: more than 25[comma] including Armenia[comma] Azerbaijan[comma] Belarus[comma] Kazakhstan[comma]                    Malaysia[comma] Poland[comma] Russia and Ukraine.,Atmosphere and Silence.
Sima (Amnesty International),Iran,[UNKNOWN],This group targets Iranians in diaspora.,Sima.
Slingshot (Kaspersky),[Unknown],[UNKNOWN],Countries: Afghanistan[comma] Congo[comma] Iraq[comma] Jordan[comma] Kenya[comma] Libya[comma] Somalia[comma] Sudan[comma]                     Tanzania[comma] Turkey and Yemen.,Cahnadr[comma] GollumApp[comma] Slingshot and WinBox (a utility used for MikroTik router                     configuration). Information         
Snake Wine (Cylance),China,[UNKNOWN],Sectors: Commerce[comma] Education and Government.                    Countries: Japan.,Ham Backdoor and Tofu Backdoor.
Snowglobe (CSEC)                    Animal Farm (Kaspersky),France,State-sponsored,Sectors: Government and private sectors.                    Countries: Algeria[comma] China[comma] Germany[comma] Greece[comma] Iran[comma] Ivory Coast[comma] Malaysia[comma]                    Netherlands[comma] Norway[comma] Russia[comma] Spain[comma] Syria[comma] Turkey[comma] UK and USA.,Babar[comma] Casper[comma] Dino[comma] EvilBunny[comma] Tafacalou[comma] Nbot and Chocopop.
Sofacy (Kaspersky)                    APT 28 (Mandiant)                    Fancy Bear (CrowdStrike)                    Sednit (ESET)                    Group 74 (Talos)                    TG-4127 (SecureWorks)                    Pawn Storm (Trend Micro)                    Tsar Team (iSight)                    Strontium (Microsoft)                    Swallowtail (Symantec)                    SIG40 (NSA)                    Snakemackerel (iDefense)                    Iron Twilight (SecureWorks)                    Grizzly Steppe (US Government) together with APT 29[comma] Cozy Bear[comma] The Dukes,Russia,State-sponsored[comma] two GRU units known as Unit 26165 and Unit 74455.,Sectors: Chemical[comma] Defense[comma] Embassies[comma] Engineering[comma] Government[comma] Industrial[comma]                    Intelligence organizations[comma] Media[comma] NGOs and Think Tanks.                    Countries: Afghanistan[comma] Armenia[comma] Belgium[comma] Bulgaria[comma] Canada[comma] Chile[comma] China[comma] Croatia[comma]                    Cyprus[comma] France[comma] Georgia[comma] Germany[comma] Hungary[comma] Iran[comma] Iraq[comma] Japan[comma] Jordan[comma]                    Kazakhstan[comma] Mexico[comma] Mongolia[comma] Netherlands[comma] Norway[comma] Pakistan[comma] Poland[comma] South                    Africa[comma] South Korea[comma] Tajikistan[comma] Turkey[comma] Uganda[comma] UAE[comma] UK[comma] Ukraine[comma] USA[comma]                    Uzbekistan[comma] APEC[comma] OSCE and NATO.,ADVSTORESHELL[comma] Cannon[comma] certutil[comma] CHOPSTICK[comma] Computrace[comma] CORESHELL[comma]                    DealersChoice[comma] Downdelph[comma] DownRange[comma] Dropper[comma] EVILTOSS[comma] Foozer[comma] Forfiles[comma]                    HIDEDRV[comma] JHUHUGIT[comma] Koadic[comma] Komplex[comma] LoJax[comma] Mimikatz[comma] OLDBAIT[comma] PocoDown[comma]                    Responder[comma] Sedkit[comma] Sednit[comma] Sedreco[comma] Seduploader[comma] Sofacy[comma] SOURFACE[comma]                    USBStealer[comma] Winexe[comma] WinIDS[comma] X-Agent[comma] X-Agent for Android[comma] X-Agent OSX[comma] X-                    Tunnel and Zebrocy.                                                                                                             208       Threat Group Cards: A Threat Actor Encyclopedia
Sowbug (Symantec),[Unknown],[UNKNOWN],Sectors: Government.                    Countries: Argentina[comma] Brazil[comma] Brunei[comma] Ecuador[comma] Malaysia and Peru.,Felismus and StarLoader.
Stalker Panda (Raytheon Blackbird Technologies),China,State-sponsored[comma] National University of Defense and Technology,Sectors: Engineering[comma] Media and political.                    Countries: Hong Kong[comma] Japan[comma] Taiwan and USA.,Elirks[comma] SharpServer[comma] Blogspot[comma] and the XUni platform.
Stealth Falcon (Citizen Lab)                     FruityArmor (Kaspersky),UAE,[UNKNOWN],Sectors: Civil society groups and Emirati journalists[comma] activists and dissidents.                     Countries: UAE and UK.,0-day exploits. Operations          Oct 2016      Windows zero-day exploit used in targeted attacks by FruityArmor performed                         APT                                   
Stolen Pencil (ASERT),North Korea,[UNKNOWN],Sectors: Education and Think Tanks.,Mimikatz. Information         
Stone Panda (CrowdStrike)                    APT 10 (Mandiant)                    menuPass Team (Symantec)                    menuPass (Palo Alto)                    Red Apollo (PwC)                    CVNX (BAE Systems)                    Potassium (Microsoft)                    Hogfish (iDefense)                    Happyyongzi (FireEye),China,[UNKNOWN],Sectors: Aerospace[comma] Defense[comma] Government[comma] Healthcare[comma] MSPs and Pharmaceutical.                    Countries: Australia[comma] Brazil[comma] Canada[comma] Finland[comma] France[comma] Germany[comma] India[comma] Japan[comma]                    Netherlands[comma] Norway[comma] Philippines[comma] South Africa[comma] South Korea[comma] Sweden[comma] Switzerland[comma]                    Thailand[comma] UAE[comma] UK and USA.,Anel[comma] BUGJUICE[comma] certutil[comma] ChChes[comma] Cobalt Strike[comma] Emdivi[comma] EvilGrab[comma] HAYMAKER[comma]                    Impacket[comma] Mimikatz[comma] PlugX[comma] Poison Ivy[comma] PowerSploit[comma] pwdump[comma] QuasarRAT[comma]                    RedLeaves[comma] SNUGRIDE[comma] Trochilus RAT and UPPERCUT.
Strider (Symantec)                     ProjectSauron (Kaspersky),[Unknown],[UNKNOWN],Sectors: Defense[comma] Embassies[comma] Financial[comma] Government[comma] Scientific research centers                     and Telecommunications.                     Countries: Belgium[comma] China[comma] Iran[comma] Russia[comma] Rwanda and Sweden.,Remsec. Information         
Suckfly (Symantec),China,[UNKNOWN],Sectors: E-commerce[comma] Entertainment[comma] Financial[comma] Government[comma] Healthcare[comma] Media[comma]                     Shipping[comma] Software development and Video game development.                     Countries: India.,gsecdump[comma] Nidiran[comma] rcpscan[comma] smbscan and wce. Operations          Apr 2014     The first known Suckfly campaign began in April of 2014. During our performed                        investigation of the campaign[comma] we identified a number of global targets                                  across several industries who were attacked in 2015. Many of the                                  targets we identified were well known commercial organizations                                  located in India.                                  
TA459 (Proofpoint),China,[UNKNOWN],Sectors: Financial Analysts.                    Countries: Central Asian countries[comma] Belarus[comma] Mongolia[comma] Russia and others.,Gh0st RAT[comma] NetTraveler[comma] PlugX and ZeroT.
TA505 (Proofpoint),[Unknown],[UNKNOWN],Sectors: Financial[comma] Hospitality and Retail.                    Countries: Chile[comma] China[comma] France[comma] Germany[comma] Hungary[comma] India[comma] Italy[comma] Mexico[comma] Malawi[comma]                    Pakistan[comma] South Korea[comma] Taiwan[comma] UK[comma] Ukraine and USA.,Bart[comma] Dridex[comma] FlawedAmmy[comma] FlawedGrace[comma] GlobeImposter[comma] Jaff[comma] Kegotip[comma] Locky[comma]                    LOLBins[comma] Necurs[comma] Neutrino[comma] Philadelphia[comma] RockLoader[comma] RMS[comma] ServHelper[comma] Shifu and                    The Trick.
Taidoor (Trend Micro),China,[UNKNOWN],Sectors: Government.                    Countries: Taiwan.,Taidoor.
TeamSpy Crew (Kaspersky)                    SIG39 (NSA),Russia,[UNKNOWN],Countries: Worldwide.,Malicious versions of TeamViewer and JAVA RATs.
TeleBots (ESET),Russia,[UNKNOWN],Sectors: Financial[comma] Software companies and Transportation.                        Countries: Ukraine and Worldwide (NotPetya).,Felixroot[comma] GreyEnergy[comma] NotPetya and TeleDoor.    Operations          Dec 2016     These recent ransomware KillDisk variants are not only able to target    performed                        Windows systems[comma] but also Linux machines[comma] which is certainly                                     something we don't see every day. This may include not only Linux                                     workstations but also servers[comma] amplifying the damage potential.                                     
Temper Panda (Crowdstrike)                    admin@338 (FireEye)                    Team338 (Kaspersky)                    Magnesium (Microsoft),China,[UNKNOWN],Sectors: Defense[comma] Financial[comma] Government[comma] Media and Think Tanks.                    Countries: Hong Kong and USA.,Bozok[comma] BUBBLEWRAP[comma] LOWBALL[comma] Poison Ivy and Systeminfo.
TEMP.Veles (FireEye)                    Xenotime (Dragos),Russia,State-sponsored[comma] Central Scientific Research Institute of Chemistry and Mechanics,Sectors: Critical infrastructure[comma] Energy[comma] Manufacturing and Oil and gas.                    Countries: Saudi Arabia[comma] USA and others.,Cryptcat[comma] HatMan[comma] Mimikatz[comma] NetExec[comma] PSExec[comma] SecHack[comma] TRISIS[comma] TRITON and                    Wii.
Terbium (Microsoft),[Unknown],[UNKNOWN],Countries: Middle East.,Depriz.
Thrip (Symantec),China,[UNKNOWN],Sectors: Defense[comma] Satellite and Telecommunications.                     Countries: Southeast Asia and USA.,Catchamas[comma] Mimikatz[comma] Rikamanu[comma] Spedear and WMI Ghost. Information         
Transparent Tribe (Proofpoint)                    APT 36 (Mandiant)                    ProjectM (Palo Alto)                    Mythic Leopard (CrowdStrike)                    TEMP.Lapis (FireEye),Pakistan,[UNKNOWN],Sectors: Defense[comma] Embassies and Government.                    Countries: India.,Andromeda[comma] beendoor[comma] Bezigate[comma] Bozok[comma] BreachRAT[comma] Crimson RAT[comma] DarkComet[comma]                    Luminosity RAT[comma] njRAT[comma] Peppy Trojan and UPDATESEE.
Tropic Trooper (Trend Micro),[Unknown],[UNKNOWN],Sectors: Defense[comma] Government[comma] Healthcare[comma] High-Tech and Transportation.                    Countries: Hong Kong[comma] Philippines and Taiwan.,KeyBoy[comma] PCShare[comma] Poison Ivy[comma] Titan[comma] Yahoyah and Winsloader.
Turla (Kaspersky)                    Waterbug (Symantec)                    Venomous Bear (CrowdStrike)                    Group 88 (Talos)                    SIG23 (NSA)                    Iron Hunter (SecureWorks)                    Pacifier APT (Bitdefender),Russia,State-sponsored,Sectors: Defense[comma] Education[comma] Embassies[comma] Energy[comma] Government[comma] High-Tech[comma] Media[comma]                    NGOs[comma] Pharmaceutical[comma] Research and Retail.                    Countries: Afghanistan[comma] Algeria[comma] Armenia[comma] Australia[comma] Austria[comma] Azerbaijan[comma] Belarus[comma]                    Belgium[comma] Bolivia[comma] Botswana[comma] Brazil[comma] China[comma] Chile[comma] Denmark[comma] Ecuador[comma] Estonia[comma]                    Finland[comma] France[comma] Georgia[comma] Germany[comma] Hong Kong[comma] Hungary[comma] India[comma] Indonesia[comma] Iran[comma]                    Iraq[comma] Italy[comma] Jamaica[comma] Jordan[comma] Kazakhstan[comma] Kyrgyzstan[comma] Kuwait[comma] Latvia[comma] Mexico[comma]                    Netherlands[comma] Pakistan[comma] Paraguay[comma] Poland[comma] Qatar[comma] Romania[comma] Russia[comma] Serbia[comma] Spain[comma]                    Saudi Arabia[comma] South Africa[comma] Sweden[comma] Switzerland[comma] Syria[comma] Tajikistan[comma] Thailand[comma]                    Tunisia[comma] Turkmenistan[comma] UK[comma] Ukraine[comma] Uruguay[comma] USA[comma] Uzbekistan[comma] Venezuela[comma]                    Vietnam and Yemen.,AdobeARM[comma] Agent.BTZ[comma] Agent.DNE[comma] ATI-Agent[comma] Cobra Carbon System[comma] ComRAT[comma]                    Empire[comma] Epic[comma] Gazer[comma] gpresult[comma] HTML5 Encoding[comma] IcedCoffeer[comma] Kazuar[comma] KopiLuwak[comma]                    KRYPTON[comma] KSL0T[comma] LightNeuron[comma] Maintools.js[comma] Metasploit[comma] Mimikatz[comma] MiniDionis[comma]                    Mosquito[comma] Nautilus[comma] nbtstat[comma] Neuron[comma] Outlook Backdoor[comma] Penguin Turla[comma] Pfinet[comma]                    Popeye[comma] pwdump[comma] Skipper[comma] Snake[comma] Systeminfo[comma] Tasklist[comma] Tavdig[comma] Turla[comma] Uroburos[comma]                    wce[comma] WhiteAtlas[comma] WhiteBear[comma] Wipbot[comma] WITCHCOVEN and WRAITH.
Urpage (Trend Micro),[Middle East],State-sponsored,Countries: Pakistan.,Trojaned Android applications.
Volatile Cedar (Check Point)                     Dancing Salome (Kaspersky),Lebanon,[UNKNOWN],Sectors: Education[comma] Government and Hosting.                     Countries: Canada[comma] Israel[comma] Lebanon[comma] Russia[comma] Saudi Arabia[comma] UK and USA.,Explosive. Operations          Jun 2015     After going public with our findings[comma] we were provided with a new performed                        configuration belonging to a newly discovered sample we have never                                  seen before.                                  
Whitefly (Symantec),[Unknown],[UNKNOWN],Sectors: Engineering[comma] Healthcare[comma] Media and Telecommunications.                     Countries: Singapore.,Mimikatz[comma] Nibatad[comma] Termite and Vcrodat. Operations          Jul 2018      Breach of SingHealth performed                         
Wicked Spider (CrowdStrike)                    APT 22 (Mandiant),China,[UNKNOWN],Sectors: Technology.                    Countries: Germany[comma] Indonesia[comma] Russia[comma] South Korea[comma] Sweden[comma] Thailand[comma] Turkey[comma]                    USA and elsewhere.,ETERNALBLUE[comma] DOUBLEPULSAR and PlugX.
Wild Neutron (Kaspersky)                     Butterfly (Symantec)                     Morpho (Symantec)                     Sphinx Moth (Kudeslski),[Unknown],[UNKNOWN],Sectors: Bitcoin-related companies[comma] Healthcare[comma] Investment companies[comma] IT[comma] Real                     estate[comma] lawyers and individual users.                     Countries: Algeria[comma] Austria[comma] Canada[comma] France[comma] Germany[comma] Kazakhstan[comma] Palestine[comma]                     Russia[comma] Slovenia[comma] Switzerland[comma] UAE and USA.,HesperBot[comma] JripBot[comma] WildNeutron and many 0-days vulnerabilities. Operations          Jan 2013     Attack on Twitter performed                        
Winnti Group (Kaspersky)                    Blackfly (Symantec)                    Wicked Panda (CrowdStrike),China,State-sponsored,Sectors: Online video game companies[comma] Pharmaceutical and Telecommunications.                    Countries: Belarus[comma] Brazil[comma] China[comma] Germany[comma] India[comma] Indonesia[comma] Japan[comma] Peru[comma]                    Philippines[comma] Russia[comma] South Korea[comma] Taiwan[comma] Thailand[comma] USA and Vietnam.,Cobalt Strike and Winnti.
WindShift (DarkMatter),[Unknown],[UNKNOWN],Sectors: Government.                    Countries: Middle East.,WindTail.
[Unnamed group],Iran,State-sponsored,Sectors: Airlines[comma] Government[comma] IT and Telecommunications.                    Countries: Afghanistan[comma] Australia[comma] Azerbaijan[comma] Bahrain[comma] Colombia[comma] Dubai[comma] Egypt[comma]                    Ethiopia[comma] Fiji[comma] Hong Kong[comma] India[comma] Indonesia[comma] Iraq[comma] Israel[comma] Kenia[comma] Kuwait[comma] Kyrgyzstan[comma]                    Lebanon[comma] Malaysia[comma] Mauritius[comma] Morocco[comma] New Zealand[comma] Oman[comma] Pakistan[comma]                    Philippines[comma] Qatar[comma] South Africa[comma] Sri Lanka[comma] Syria[comma] Thailand[comma] Turkey and UAE.,Information
Achilles (AdvIntel),[Unknown],[UNKNOWN],Sectors: Defense[comma] Government and private sectors.                     Countries: Australia[comma] UK and USA.,RDP. Operations          Oct 2018       Breach of Navy shipbuilder Austal performed                          
Dungeon Spider (CrowdStrike),[Unknown],[UNKNOWN],[UNKNOWN],Locky.
Fxmsp (self given),Russia,[UNKNOWN],[UNKNOWN],RDP and exposed AD.
Gnosticplayers (self given),[Unknown],[UNKNOWN],[UNKNOWN],Operations
Gold Lowell (SecureWorks)                    Boss Spider (CrowdStrike),Iran,[UNKNOWN],Sectors: Government and Healthcare.,Mimikatz[comma] PSExec and SamSam.
Grim Spider (CrowdStrike)                    TEMP.MixMaster (FireEye),Russia,[UNKNOWN],[UNKNOWN],Ryuk.
Hacking Team (real name),Italy,[UNKNOWN],[UNKNOWN],Information
Indrik Spider (CrowdStrike),[Unknown],[UNKNOWN],[UNKNOWN],Dridex and BitPaymer. Information         
Lunar Spider (CrowdStrike),Russia,[UNKNOWN],[UNKNOWN],BokBot and Vawtrak.
Mummy Spider (CrowdStrike)                    TA542 (Proofpoint),[Unknown],[UNKNOWN],Sectors: Energy[comma] Financial[comma] Government[comma] Healthcare[comma] Manufacturing[comma] Shipping and                    Logistics[comma] Utilities and Technology.                    Countries: Canada and USA.,Emotet and Geodo.
Operation Comando (Palo Alto),[Unknown],[UNKNOWN],Sectors: Hospitality[comma] specifically on hotel reservations.                    Countries: Brazil.,CapturaTela.
OurMine (real name),Saudi Arabia,[UNKNOWN],[UNKNOWN],Operations
Pacha Group (Intezer),China,[UNKNOWN],[UNKNOWN],Antd[comma] DDG[comma] GreedyAntd[comma] Korkerds and XMRig.
